,Código,Categoría,Serie,Fecha Inicio,Fecha Fin,Última Actualización,Frecuencia
7699,PN39346BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)","Pasivos - Deuda por préstamos, bonos y otros - Corto plazo - Otros",T1-2012,T1-2023,31-05-2023,T
7700,PN39347BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)",Pasivos - Banco Central de Reserva,T1-2012,T1-2023,31-05-2023,T
7701,PN39348BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)",Pasivos - Banco Central de Reserva - Corto plazo,T1-2012,T1-2023,31-05-2023,T
7702,PN39349BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)",Pasivos - Banco Central de Reserva - Largo plazo,T1-2012,T1-2023,31-05-2023,T
7703,PN39350BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)",Total,T1-2012,T1-2023,31-05-2023,T
7704,PN39351BQ,"Posición de activos y pasivos externos (porcentaje del PBI)
         - (22 series)",PBI anualizado (millones de US$),T1-2012,T1-2023,31-05-2023,T
7705,PN02499AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Agropecuario,T1-1981,T1-2023,18-05-2023,T
7706,PN02500AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Pesca,T1-1981,T1-2023,18-05-2023,T
7707,PN02501AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Minería e Hidrocarburos,T1-1981,T1-2023,18-05-2023,T
7708,PN02502AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Manufactura,T1-1981,T1-2023,18-05-2023,T
7709,PN02503AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Electricidad y Agua,T1-1981,T1-2023,18-05-2023,T
7710,PN02504AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Construcción,T1-1981,T1-2023,18-05-2023,T
7711,PN02505AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Comercio,T1-1981,T1-2023,18-05-2023,T
7712,PN02506AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Servicios,T1-1981,T1-2023,18-05-2023,T
7713,PN02507AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",PBI Global,T1-1980,T1-2023,18-05-2023,T
7714,PN37680AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Sectores primarios,T1-1995,T1-2023,18-05-2023,T
7715,PN37681AQ,"Producto bruto interno (variaciones porcentuales)
         - (11 series)",Sectores no primarios,T1-1995,T1-2023,18-05-2023,T
7716,PN02528AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna,T1-1979,T1-2023,18-05-2023,T
7717,PN02529AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Consumo Privado,T1-1979,T1-2023,18-05-2023,T
7718,PN02530AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Consumo Público,T1-1979,T1-2023,18-05-2023,T
7719,PN02531AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Inversión Bruta Interna,T1-1979,T1-2023,18-05-2023,T
7720,PN02532AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija,T1-1979,T1-2023,18-05-2023,T
7721,PN02533AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Privada,T1-1979,T1-2023,18-05-2023,T
7722,PN02534AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Pública,T1-1979,T1-2023,18-05-2023,T
7723,PN02535AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Variación de Inventarios,T1-1980,T1-2023,18-05-2023,T
7724,PN02536AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Exportaciones,T1-1979,T1-2023,18-05-2023,T
7725,PN02537AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Importaciones,T1-1979,T1-2023,18-05-2023,T
7726,PN02538AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",PBI,T1-1979,T1-2023,18-05-2023,T
7727,PN02539AQ,"Producto bruto interno por tipo de gasto (millones S/ 2007)
         - (12 series)",Demanda Interna sin Inventarios,T1-1980,T1-2023,18-05-2023,T
7728,PN39029BQ,"Producto bruto interno (millones US$)
         - (2 series)",PBI (millones US$),T1-2012,T1-2023,31-05-2023,T
7729,PN02635BQ,"Producto bruto interno (millones US$)
         - (2 series)",PBI (millones US$),T1-1980,T4-2021,18-02-2022,T
7730,PN02508AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Agropecuario,T1-1980,T1-2023,18-05-2023,T
7731,PN02509AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Pesca,T1-1980,T1-2023,18-05-2023,T
7732,PN02510AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Minería e Hidrocarburos,T1-1980,T1-2023,18-05-2023,T
7733,PN02511AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Manufactura,T1-1980,T1-2023,18-05-2023,T
7734,PN02512AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Electricidad y Agua,T1-1980,T1-2023,18-05-2023,T
7735,PN02513AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Construcción,T1-1980,T1-2023,18-05-2023,T
7736,PN02514AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Comercio,T1-1980,T1-2023,18-05-2023,T
7737,PN02515AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Servicios,T1-1980,T1-2023,18-05-2023,T
7738,PN02516AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",PBI Global,T1-1980,T1-2023,18-05-2023,T
7739,PN37682AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Sectores primarios,T1-1994,T1-2023,18-05-2023,T
7740,PN37683AQ,"Producto bruto interno (índice 2007 = 100)
         - (11 series)",Sectores no primarios,T1-1994,T1-2023,18-05-2023,T
7741,PN02517AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna,T1-1980,T1-2023,18-05-2023,T
7742,PN02518AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Consumo Privado,T1-1980,T1-2023,18-05-2023,T
7743,PN02519AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Consumo Público,T1-1980,T1-2023,18-05-2023,T
7744,PN02520AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Inversión Bruta Interna,T1-1980,T1-2023,18-05-2023,T
7745,PN02521AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija,T1-1980,T1-2023,18-05-2023,T
7746,PN02522AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Privada,T1-1980,T1-2023,18-05-2023,T
7747,PN02523AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Pública,T1-1980,T1-2023,18-05-2023,T
7748,PN02524AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Exportaciones,T1-1980,T1-2023,18-05-2023,T
7749,PN02525AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Importaciones,T1-1980,T1-2023,18-05-2023,T
7750,PN02526AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",PBI,T1-1980,T1-2023,18-05-2023,T
7751,PN02527AQ,"Producto bruto interno por tipo de gasto (variaciones porcentuales reales anualizadas)
         - (11 series)",Demanda Interna sin Inventarios,T1-1980,T1-2023,18-05-2023,T
7752,PN37684AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Agropecuario,T1-1980,T1-2023,18-05-2023,T
7753,PN37685AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Pesca,T1-1980,T1-2023,18-05-2023,T
7754,PN37686AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Minería e Hidrocarburos,T1-1980,T1-2023,18-05-2023,T
7755,PN37687AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Manufactura,T1-1980,T1-2023,18-05-2023,T
7756,PN37688AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Electricidad y Agua,T1-1980,T1-2023,18-05-2023,T
7757,PN37689AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Construcción,T1-1980,T1-2023,18-05-2023,T
7758,PN37690AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Comercio,T1-1980,T1-2023,18-05-2023,T
7759,PN37691AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Servicios,T1-1980,T1-2023,18-05-2023,T
7760,PN37692AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",PBI Global,T1-1979,T1-2023,18-05-2023,T
7761,PN37693AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Sectores primarios,T1-1994,T1-2023,18-05-2023,T
7762,PN37694AQ,"Producto bruto interno (millones de soles constantes de 2007)
         - (11 series)",Sectores no primarios,T1-1994,T1-2023,18-05-2023,T
7763,PN02540AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna,T1-1980,T1-2023,18-05-2023,T
7764,PN02541AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Consumo Privado,T1-1980,T1-2023,18-05-2023,T
7765,PN02542AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Consumo Público,T1-1980,T1-2023,18-05-2023,T
7766,PN02543AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Inversión Bruta Interna,T1-1980,T1-2023,18-05-2023,T
7767,PN02544AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija,T1-1980,T1-2023,18-05-2023,T
7768,PN02545AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Privada,T1-1980,T1-2023,18-05-2023,T
7769,PN02546AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Pública,T1-1980,T1-2023,18-05-2023,T
7770,PN02547AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Demanda Interna - Inversión Bruta Interna - Variación de Inventarios,T1-1980,T1-2023,18-05-2023,T
7771,PN02548AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Exportaciones,T1-1980,T1-2023,18-05-2023,T
7772,PN02549AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",Importaciones,T1-1980,T1-2023,18-05-2023,T
7773,PN02550AQ,"Producto bruto interno por tipo de gasto (millones S/)
         - (11 series)",PBI,T1-1980,T1-2023,18-05-2023,T
7774,PN02551AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna,T1-1980,T1-2023,18-05-2023,T
7775,PN02552AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Consumo Privado,T1-1980,T1-2023,18-05-2023,T
7776,PN02553AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Consumo Público,T1-1980,T1-2023,18-05-2023,T
7777,PN02554AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Inversión Bruta Interna,T1-1980,T1-2023,18-05-2023,T
7778,PN02555AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija,T1-1980,T1-2023,18-05-2023,T
7779,PN02556AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Privada,T1-1980,T1-2023,18-05-2023,T
7780,PN02557AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Inversión Bruta Fija - Pública,T1-1980,T1-2023,18-05-2023,T
7781,PN02558AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Demanda Interna - Inversión Bruta Interna - Variación de Inventarios,T1-1980,T1-2023,18-05-2023,T
7782,PN02559AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Exportaciones,T1-1980,T1-2023,18-05-2023,T
7783,PN02560AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",Importaciones,T1-1980,T1-2023,18-05-2023,T
7784,PN02561AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",PBI,T1-1980,T1-2023,18-05-2023,T
7785,PN37939AQ,"Producto bruto interno por tipo de gasto (porcentaje del PBI nominal)
         - (12 series)",PBI - desestacionalizado,T2-2007,T1-2023,18-05-2023,T
7786,PN02563AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",PBI - Renta de Factores,T1-2004,T1-2023,18-05-2023,T
7787,PN02564AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",PBI - Producto Nacional Bruto,T1-2004,T1-2023,18-05-2023,T
7788,PN02565AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",PBI - Ingreso Nacional Bruto,T1-2004,T1-2023,18-05-2023,T
7789,PN02566AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",PBI - Ingreso Nacional Bruto - Transferencias Corrientes,T1-2004,T1-2023,18-05-2023,T
7790,PN02567AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",Ingreso Nacional Disponible,T1-2004,T1-2023,18-05-2023,T
7791,PN02570AQ,"Ingreso nacional disponible (variaciones porcentuales anualizadas)
         - (6 series)",Absorción,T1-2004,T1-2023,18-05-2023,T
7792,PN02572AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",PBI - Renta de Factores,T1-2003,T1-2023,18-05-2023,T
7793,PN02573AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",PBI - Producto Nacional Bruto,T1-2003,T1-2023,18-05-2023,T
7794,PN02574AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",PBI - Efecto Términos de Intercambio,T1-2003,T1-2023,18-05-2023,T
7795,PN02575AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",PBI - Ingreso Nacional Bruto,T1-2003,T1-2023,18-05-2023,T
7796,PN02576AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",PBI - Ingreso Nacional Bruto - Transferencias Corrientes,T1-2003,T1-2023,18-05-2023,T
7797,PN02577AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",Ingreso Nacional Disponible,T1-2003,T1-2023,18-05-2023,T
7798,PN02580AQ,"Ingreso nacional disponible (millones S/ 2007)
         - (7 series)",Absorción,T1-2003,T1-2023,18-05-2023,T
7799,PN03215FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios,T1-2003,T1-2023,15-06-2023,T
7800,PN03216FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional,T1-2003,T1-2023,15-06-2023,T
7801,PN03217FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - IR,T1-2003,T1-2023,15-06-2023,T
7802,PN03218FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - IR - Personas Naturales,T1-2003,T1-2023,15-06-2023,T
7803,PN03219FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - IR - Personas Jurídicas,T1-2003,T1-2023,15-06-2023,T
7804,PN03220FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - IR - Regularización,T1-2003,T1-2023,15-06-2023,T
7805,PN03221FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - Impuestos a las Importaciones,T1-2003,T1-2023,15-06-2023,T
7806,PN03222FQ,"Ingresos corrientes del gobierno general (millones S/)
         - (25 series)",Ingresos Tributarios Gobierno Nacional - IGV,T1-2003,T1-2023,15-06-2023,T
